Stkcd,Stknme,Listdt,Conme,Markettype,ID
601952,苏垦农发,5/15/17,江苏省农垦农业发展股份有限公司,1,P9701
601966,玲珑轮胎,7/6/16,山东玲珑轮胎股份有限公司,1,P9701
601968,宝钢包装,6/11/15,上海宝钢包装股份有限公司,1,P9701
601969,海南矿业,12/9/14,海南矿业股份有限公司,1,P9701
601985,中国核电,6/10/15,中国核能电力股份有限公司,1,P9701
601990,南京证券,6/13/18,南京证券股份有限公司,1,P9701
601997,贵阳银行,8/16/16,贵阳银行股份有限公司,1,P9701
603005,晶方科技,2/10/14,苏州晶方半导体科技股份有限公司,1,P9701
603006,联明股份,6/30/14,上海联明机械股份有限公司,1,P9701
603007,ST 花王,8/26/16,花王生态工程股份有限公司,1,P9701
603009,北特科技,7/18/14,上海北特科技股份有限公司,1,P9701
603010,万盛股份,10/10/14,浙江万盛股份有限公司,1,P9701
603011,合锻智能,11/7/14,合肥合锻智能制造股份有限公司,1,P9701
603012,创力集团,3/20/15,上海创力集团股份有限公司,1,P9701
603013,亚普股份,5/9/18,亚普汽车部件股份有限公司,1,P9701
603015,弘讯科技,3/3/15,宁波弘讯科技股份有限公司,1,P9701
603016,新宏泰,7/1/16,无锡新宏泰电器科技股份有限公司,1,P9701
603017,中衡设计,12/31/14,中衡设计集团股份有限公司,1,P9701
603018,华设集团,10/13/14,华设设计集团股份有限公司,1,P9701
603019,中科曙光,11/6/14,曙光信息产业股份有限公司,1,P9701
603020,爱普股份,3/25/15,爱普香料集团股份有限公司,1,P9701
603021,山东华鹏,4/23/15,山东华鹏玻璃股份有限公司,1,P9701
603022,新通联,5/18/15,上海新通联包装股份有限公司,1,P9701
603023,*ST 威帝,5/27/15,哈尔滨威帝电子股份有限公司,1,P9701
603025,大豪科技,4/22/15,北京大豪科技股份有限公司,1,P9701
603026,胜华新材,5/29/15,胜华新材料集团股份有限公司,1,P9701
603027,千禾味业,3/7/16,千禾味业食品股份有限公司,1,P9701
603028,赛福天,3/31/16,江苏赛福天集团股份有限公司,1,P9701
603029,天鹅股份,4/27/16,山东天鹅棉业机械股份有限公司,1,P9701
603030,ST 全筑,3/20/15,上海全筑控股集团股份有限公司,1,P9701
603031,安孚科技,8/22/16,安徽安孚电池科技股份有限公司,1,P9701
603032,德新科技,1/5/17,德力西新能源科技股份有限公司,1,P9701
603033,三维股份,12/7/16,三维控股集团股份有限公司,1,P9701
603035,常熟汽饰,1/5/17,江苏常熟汽饰集团股份有限公司,1,P9701
603036,如通股份,12/9/16,江苏如通石油机械股份有限公司,1,P9701
603037,凯众股份,1/20/17,上海凯众材料科技股份有限公司,1,P9701
603038,华立股份,1/16/17,东莞市华立实业股份有限公司,1,P9701
603039,泛微网络,1/13/17,泛微网络科技股份有限公司,1,P9701
603040,新坐标,2/9/17,杭州新坐标科技股份有限公司,1,P9701
603041,美思德,3/30/17,江苏美思德化学股份有限公司,1,P9701
603042,华脉科技,6/2/17,南京华脉科技股份有限公司,1,P9701
603043,广州酒家,6/27/17,广州酒家集团股份有限公司,1,P9701
603045,福达合金,5/17/18,福达合金材料股份有限公司,1,P9701
603050,科林电气,4/14/17,石家庄科林电气股份有限公司,1,P9701
603055,台华新材,9/21/17,浙江台华新材料股份有限公司,1,P9701
603056,德邦股份,1/16/18,德邦物流股份有限公司,1,P9701
603058,永吉股份,12/23/16,贵州永吉印务股份有限公司,1,P9701
603059,倍加洁,3/2/18,倍加洁集团股份有限公司,1,P9701
603060,国检集团,11/9/16,中国国检测试控股集团股份有限公司,1,P9701
603063,禾望电气,7/28/17,深圳市禾望电气股份有限公司,1,P9701
603066,音飞储存,6/11/15,南京音飞储存设备(集团)股份有限公司,1,P9701
603067,振华股份,9/13/16,湖北振华化学股份有限公司,1,P9701
603069,海汽集团,7/12/16,海南海汽运输集团股份有限公司,1,P9701
603076,乐惠国际,11/13/17,宁波乐惠国际工程装备股份有限公司,1,P9701
603078,江化微,4/10/17,江阴江化微电子材料股份有限公司,1,P9701
603079,圣达生物,8/23/17,浙江圣达生物药业股份有限公司,1,P9701
603080,新疆火炬,1/3/18,新疆火炬燃气股份有限公司,1,P9701
603081,大丰实业,4/20/17,浙江大丰实业股份有限公司,1,P9701
603083,剑桥科技,11/10/17,上海剑桥科技股份有限公司,1,P9701
603085,天成自控,6/30/15,浙江天成自控股份有限公司,1,P9701
603086,先达股份,5/11/17,山东先达农化股份有限公司,1,P9701
603088,宁波精达,11/11/14,宁波精达成形装备股份有限公司,1,P9701
603089,正裕工业,1/26/17,浙江正裕工业股份有限公司,1,P9701
603090,宏盛股份,8/31/16,无锡宏盛换热器制造股份有限公司,1,P9701
603096,新经典,4/25/17,新经典文化股份有限公司,1,P9701
603098,森特股份,12/16/16,森特士兴集团股份有限公司,1,P9701
603099,长白山,8/22/14,长白山旅游股份有限公司,1,P9701
603100,川仪股份,8/5/14,重庆川仪自动化股份有限公司,1,P9701
603101,汇嘉时代,5/6/16,新疆汇嘉时代百货股份有限公司,1,P9701
603103,横店影视,10/12/17,横店影视股份有限公司,1,P9701
603105,芯能科技,7/9/18,浙江芯能光伏科技股份有限公司,1,P9701
603106,恒银科技,9/20/17,恒银金融科技股份有限公司,1,P9701
603108,润达医疗,5/27/15,上海润达医疗科技股份有限公司,1,P9701
603110,东方材料,10/13/17,新东方新材料股份有限公司,1,P9701
603111,康尼机电,8/1/14,南京康尼机电股份有限公司,1,P9701
603113,金能科技,5/11/17,金能科技股份有限公司,1,P9701
603116,红蜻蜓,6/29/15,浙江红蜻蜓鞋业股份有限公司,1,P9701
603117,ST 万林,6/29/15,江苏万林现代物流股份有限公司,1,P9701
603118,共进股份,2/25/15,深圳市共进电子股份有限公司,1,P9701
603126,中材节能,7/31/14,中材节能股份有限公司,1,P9701
603127,昭衍新药,8/25/17,北京昭衍新药研究中心股份有限公司,1,P9701
603129,春风动力,8/18/17,浙江春风动力股份有限公司,1,P9701
603131,上海沪工,6/7/16,上海沪工焊接集团股份有限公司,1,P9701
603133,*ST 碳元,3/20/17,碳元科技股份有限公司,1,P9701
603136,天目湖,9/27/17,江苏天目湖旅游股份有限公司,1,P9701
603138,海量数据,3/6/17,北京海量数据技术股份有限公司,1,P9701
603139,康惠制药,4/21/17,陕西康惠制药股份有限公司,1,P9701
603156,养元饮品,2/12/18,河北养元智汇饮品股份有限公司,1,P9701
603157,退市拉夏,9/25/17,新疆拉夏贝尔服饰股份有限公司,1,P9701
603158,腾龙股份,3/20/15,常州腾龙汽车零部件股份有限公司,1,P9701
603159,上海亚虹,8/12/16,上海亚虹模具股份有限公司,1,P9701
603160,汇顶科技,10/17/16,深圳市汇顶科技股份有限公司,1,P9701
603161,科华控股,1/5/18,科华控股股份有限公司,1,P9701
603165,荣晟环保,1/17/17,浙江荣晟环保纸业股份有限公司,1,P9701
603166,福达股份,11/27/14,桂林福达股份有限公司,1,P9701
603168,莎普爱思,7/2/14,浙江莎普爱思药业股份有限公司,1,P9701
603169,兰石重装,10/9/14,兰州兰石重型装备股份有限公司,1,P9701
603177,德创环保,2/7/17,浙江德创环保科技股份有限公司,1,P9701
603178,圣龙股份,3/28/17,宁波圣龙汽车动力系统股份有限公司,1,P9701
603179,新泉股份,3/17/17,江苏新泉汽车饰件股份有限公司,1,P9701
603180,金牌厨柜,5/12/17,金牌厨柜家居科技股份有限公司,1,P9701
603181,皇马科技,8/24/17,浙江皇马科技股份有限公司,1,P9701
603183,建研院,9/5/17,苏州市建筑科学研究院集团股份有限公司,1,P9701
603185,弘元绿能,12/28/18,弘元绿色能源股份有限公司,1,P9701
603186,华正新材,1/3/17,浙江华正新材料股份有限公司,1,P9701
603187,海容冷链,11/29/18,青岛海容商用冷链股份有限公司,1,P9701
603188,亚邦股份,9/9/14,江苏亚邦染料股份有限公司,1,P9701
603189,网达软件,9/14/16,上海网达软件股份有限公司,1,P9701
603192,汇得科技,8/28/18,上海汇得科技股份有限公司,1,P9701
603196,日播时尚,5/31/17,日播时尚集团股份有限公司,1,P9701
603197,保隆科技,5/19/17,上海保隆汽车科技股份有限公司,1,P9701
603198,迎驾贡酒,5/28/15,安徽迎驾贡酒股份有限公司,1,P9701
603199,九华旅游,3/26/15,安徽九华山旅游发展股份有限公司,1,P9701
603200,上海洗霸,6/1/17,上海洗霸科技股份有限公司,1,P9701
603203,快克智能,11/8/16,快克智能装备股份有限公司,1,P9701
603208,江山欧派,2/10/17,江山欧派门业股份有限公司,1,P9701
603214,爱婴室,3/30/18,上海爱婴室商务服务股份有限公司,1,P9701
603218,日月股份,12/28/16,日月重工股份有限公司,1,P9701
603220,中贝通信,11/15/18,中贝通信集团股份有限公司,1,P9701
603222,济民医疗,2/17/15,济民健康管理股份有限公司,1,P9701
603223,恒通股份,6/30/15,恒通物流股份有限公司,1,P9701
603225,新凤鸣,4/18/17,新凤鸣集团股份有限公司,1,P9701
603226,菲林格尔,6/15/17,菲林格尔家居科技股份有限公司,1,P9701
603227,雪峰科技,5/15/15,新疆雪峰科技(集团)股份有限公司,1,P9701
603228,景旺电子,1/6/17,深圳市景旺电子股份有限公司,1,P9701
603229,奥翔药业,5/9/17,浙江奥翔药业股份有限公司,1,P9701
603232,格尔软件,4/21/17,格尔软件股份有限公司,1,P9701
603233,大参林,7/31/17,大参林医药集团股份有限公司,1,P9701
603238,诺邦股份,2/22/17,杭州诺邦无纺股份有限公司,1,P9701
603239,浙江仙通,12/30/16,浙江仙通橡塑股份有限公司,1,P9701
603258,电魂网络,10/26/16,杭州电魂网络科技股份有限公司,1,P9701
603259,药明康德,5/8/18,无锡药明康德新药开发股份有限公司,1,P9701
603260,合盛硅业,10/30/17,合盛硅业股份有限公司,1,P9701
603266,天龙股份,1/10/17,宁波天龙电子股份有限公司,1,P9701
603268,松发股份,3/19/15,广东松发陶瓷股份有限公司,1,P9701
603269,海鸥股份,5/17/17,江苏海鸥冷却塔股份有限公司,1,P9701
603277,银都股份,9/11/17,银都餐饮设备股份有限公司,1,P9701
603278,大业股份,11/13/17,山东大业股份有限公司,1,P9701
603283,赛腾股份,12/25/17,苏州赛腾精密电子股份有限公司,1,P9701
603286,日盈电子,6/27/17,江苏日盈电子股份有限公司,1,P9701
603288,海天味业,2/11/14,佛山市海天调味食品股份有限公司,1,P9701
603289,泰瑞机器,10/31/17,泰瑞机器股份有限公司,1,P9701
603297,永新光学,9/10/18,宁波永新光学股份有限公司,1,P9701
603298,杭叉集团,12/27/16,杭叉集团股份有限公司,1,P9701
603299,苏盐井神,12/31/15,江苏苏盐井神股份有限公司,1,P9701
603300,华铁应急,5/29/15,浙江华铁应急设备科技股份有限公司,1,P9701
603301,振德医疗,4/12/18,振德医疗用品股份有限公司,1,P9701
603303,得邦照明,3/30/17,横店集团得邦照明股份有限公司,1,P9701
603305,旭升集团,7/10/17,宁波旭升集团股份有限公司,1,P9701
603306,华懋科技,9/26/14,华懋(厦门)新材料科技股份有限公司,1,P9701
603308,应流股份,1/22/14,安徽应流机电股份有限公司,1,P9701
603309,维力医疗,3/2/15,广州维力医疗器械股份有限公司,1,P9701
603311,金海高科,5/18/15,浙江金海高科股份有限公司,1,P9701
603313,梦百合,10/13/16,梦百合家居科技股份有限公司,1,P9701
603315,福鞍股份,4/24/15,辽宁福鞍重工股份有限公司,1,P9701
603316,诚邦股份,6/19/17,诚邦生态环境股份有限公司,1,P9701
603318,水发燃气,4/24/15,水发派思燃气股份有限公司,1,P9701
603319,湘油泵,11/30/16,湖南机油泵股份有限公司,1,P9701
603320,迪贝电气,5/2/17,浙江迪贝电气股份有限公司,1,P9701
603321,梅轮电梯,9/15/17,浙江梅轮电梯股份有限公司,1,P9701
603322,超讯通信,7/28/16,超讯通信股份有限公司,1,P9701
603323,苏农银行,11/29/16,江苏苏州农村商业银行股份有限公司,1,P9701
603326,我乐家居,6/16/17,南京我乐家居股份有限公司,1,P9701
603328,依顿电子,7/1/14,广东依顿电子科技股份有限公司,1,P9701
603329,上海雅仕,12/29/17,上海雅仕投资发展股份有限公司,1,P9701
603330,天洋新材,2/13/17,天洋新材(上海)科技股份有限公司,1,P9701
603331,百达精工,7/5/17,浙江百达精工股份有限公司,1,P9701
603335,迪生力,6/20/17,广东迪生力汽配股份有限公司,1,P9701
603336,宏辉果蔬,11/24/16,宏辉果蔬股份有限公司,1,P9701
603337,杰克股份,1/19/17,杰克科技股份有限公司,1,P9701
603338,浙江鼎力,3/25/15,浙江鼎力机械股份有限公司,1,P9701
603339,四方科技,5/19/16,四方科技集团股份有限公司,1,P9701
603345,安井食品,2/22/17,安井食品集团股份有限公司,1,P9701
603348,文灿股份,4/26/18,文灿集团股份有限公司,1,P9701
603355,莱克电气,5/13/15,莱克电气股份有限公司,1,P9701
603356,华菱精工,1/24/18,宣城市华菱精工科技股份有限公司,1,P9701
603357,设计总院,8/1/17,安徽省交通规划设计研究总院股份有限公司,1,P9701
603358,华达科技,1/25/17,华达汽车科技股份有限公司,1,P9701
603359,东珠生态,9/1/17,东珠生态环保股份有限公司,1,P9701
603360,百傲化学,2/6/17,大连百傲化学股份有限公司,1,P9701
603363,*ST 傲农,9/26/17,福建傲农生物科技集团股份有限公司,1,P9701
603365,水星家纺,11/20/17,上海水星家用纺织品股份有限公司,1,P9701
603367,辰欣药业,9/29/17,辰欣药业股份有限公司,1,P9701
603368,柳药集团,12/4/14,广西柳药集团股份有限公司,1,P9701
603369,今世缘,7/3/14,江苏今世缘酒业股份有限公司,1,P9701
603377,ST 东时,2/5/16,东方时尚驾驶学校股份有限公司,1,P9701
603378,亚士创能,9/28/17,亚士创能科技(上海)股份有限公司,1,P9701
603380,易德龙,6/22/17,苏州易德龙科技股份有限公司,1,P9701
603383,顶点软件,5/22/17,福建顶点软件股份有限公司,1,P9701
603385,惠达卫浴,4/5/17,惠达卫浴股份有限公司,1,P9701
603386,骏亚科技,9/12/17,广东骏亚电子科技股份有限公司,1,P9701
603387,基蛋生物,7/17/17,基蛋生物科技股份有限公司,1,P9701
603388,ST 元成,3/24/17,元成环境股份有限公司,1,P9701
603389,亚振家居,12/15/16,亚振家居股份有限公司,1,P9701
603393,新天然气,9/12/16,新疆鑫泰天然气股份有限公司,1,P9701
603396,金辰股份,10/18/17,营口金辰机械股份有限公司,1,P9701
603398,沐邦高科,12/9/15,江西沐邦高科股份有限公司,1,P9701
603416,信捷电气,12/21/16,无锡信捷电气股份有限公司,1,P9701
603421,鼎信通讯,10/11/16,青岛鼎信通讯股份有限公司,1,P9701
603429,集友股份,1/24/17,安徽集友新材料股份有限公司,1,P9701
603444,吉比特,1/4/17,厦门吉比特网络技术股份有限公司,1,P9701
603456,九洲药业,10/10/14,浙江九洲药业股份有限公司,1,P9701
603458,勘设股份,8/9/17,贵州省交通规划勘察设计研究院股份有限公司,1,P9701
603466,风语筑,10/20/17,上海风语筑文化科技股份有限公司,1,P9701
603477,巨星农牧,12/18/17,乐山巨星农牧股份有限公司,1,P9701
603486,科沃斯,5/28/18,科沃斯机器人股份有限公司,1,P9701
603488,展鹏科技,5/16/17,展鹏科技股份有限公司,1,P9701
603496,恒为科技,6/7/17,恒为科技(上海)股份有限公司,1,P9701
603499,翔港科技,10/16/17,上海翔港包装科技股份有限公司,1,P9701
603500,祥和实业,9/4/17,浙江天台祥和实业股份有限公司,1,P9701
603501,韦尔股份,5/4/17,上海韦尔半导体股份有限公司,1,P9701
603505,金石资源,5/3/17,金石资源集团股份有限公司,1,P9701
603506,南都物业,2/1/18,南都物业服务集团股份有限公司,1,P9701
603507,振江股份,11/6/17,江苏振江新能源装备股份有限公司,1,P9701
603508,思维列控,12/24/15,河南思维自动化设备股份有限公司,1,P9701
603515,欧普照明,8/19/16,欧普照明股份有限公司,1,P9701
603516,淳中科技,2/2/18,北京淳中科技股份有限公司,1,P9701
603517,绝味食品,3/17/17,绝味食品股份有限公司,1,P9701
603518,锦泓集团,12/3/14,锦泓时装集团股份有限公司,1,P9701
603519,立霸股份,3/19/15,江苏立霸实业股份有限公司,1,P9701
603520,司太立,3/9/16,浙江司太立制药股份有限公司,1,P9701
603527,众源新材,9/7/17,安徽众源新材料股份有限公司,1,P9701
603528,多伦科技,5/3/16,多伦科技股份有限公司,1,P9701
603533,掌阅科技,9/21/17,掌阅科技股份有限公司,1,P9701
603535,嘉诚国际,8/8/17,广州市嘉诚国际物流股份有限公司,1,P9701
603536,惠发食品,6/13/17,山东惠发食品股份有限公司,1,P9701
603538,美诺华,4/7/17,宁波美诺华药业股份有限公司,1,P9701
603555,ST 贵人,1/24/14,贵人鸟股份有限公司,1,P9701
603556,海兴电力,11/10/16,杭州海兴电力科技股份有限公司,1,P9701
603557,ST 起步,8/18/17,起步股份有限公司,1,P9701
603558,健盛集团,1/27/15,浙江健盛集团股份有限公司,1,P9701
603559,*ST 通脉,12/2/16,中通国脉通信股份有限公司,1,P9701
603566,普莱柯,5/18/15,普莱柯生物工程股份有限公司,1,P9701
603567,珍宝岛,4/24/15,黑龙江珍宝岛药业股份有限公司,1,P9701
603568,伟明环保,5/28/15,浙江伟明环保股份有限公司,1,P9701
603569,长久物流,8/10/16,北京长久物流股份有限公司,1,P9701
603577,汇金通,12/22/16,青岛汇金通电力设备股份有限公司,1,P9701
603578,三星新材,3/6/17,浙江三星新材股份有限公司,1,P9701
603579,荣泰健康,1/11/17,上海荣泰健康科技股份有限公司,1,P9701
603580,艾艾精工,5/25/17,艾艾精密工业输送系统(上海)股份有限公司,1,P9701
603583,捷昌驱动,9/21/18,浙江捷昌线性驱动科技股份有限公司,1,P9701
603585,苏利股份,12/14/16,江苏苏利精细化工股份有限公司,1,P9701
603586,金麒麟,4/6/17,山东金麒麟股份有限公司,1,P9701
603587,地素时尚,6/22/18,地素时尚股份有限公司,1,P9701
603588,高能环境,12/29/14,北京高能时代环境技术股份有限公司,1,P9701
603589,口子窖,6/29/15,安徽口子酒业股份有限公司,1,P9701
603590,康辰药业,8/27/18,北京康辰药业股份有限公司,1,P9701
603595,东尼电子,7/12/17,浙江东尼电子股份有限公司,1,P9701
603596,伯特利,4/27/18,芜湖伯特利汽车安全系统股份有限公司,1,P9701
603598,引力传媒,5/27/15,引力传媒股份有限公司,1,P9701
603599,广信股份,5/13/15,安徽广信农化股份有限公司,1,P9701
603600,永艺股份,1/23/15,永艺家具股份有限公司,1,P9701
603601,再升科技,1/22/15,重庆再升科技股份有限公司,1,P9701
603602,纵横通信,8/10/17,杭州纵横通信股份有限公司,1,P9701
603603,退市博天,2/17/17,博天环境集团股份有限公司,1,P9701
603605,珀莱雅,11/15/17,珀莱雅化妆品股份有限公司,1,P9701
603606,东方电缆,10/15/14,宁波东方电缆股份有限公司,1,P9701
603607,京华激光,10/25/17,浙江京华激光科技股份有限公司,1,P9701
603608,*ST 天创,2/18/16,天创时尚股份有限公司,1,P9701
603609,禾丰股份,8/8/14,禾丰食品股份有限公司,1,P9701
603611,诺力股份,1/28/15,诺力智能装备股份有限公司,1,P9701
603612,索通发展,7/18/17,索通发展股份有限公司,1,P9701
603615,茶花股份,2/13/17,茶花现代家居用品股份有限公司,1,P9701
603616,韩建河山,6/11/15,北京韩建河山管业股份有限公司,1,P9701
603617,君禾股份,7/3/17,君禾泵业股份有限公司,1,P9701
603618,杭电股份,2/17/15,杭州电缆股份有限公司,1,P9701
603619,中曼石油,11/17/17,中曼石油天然气集团股份有限公司,1,P9701
603626,科森科技,2/9/17,昆山科森科技股份有限公司,1,P9701
603628,清源股份,1/12/17,清源科技股份有限公司,1,P9701
603629,利通电子,12/24/18,江苏利通电子股份有限公司,1,P9701
603630,拉芳家化,3/13/17,拉芳家化股份有限公司,1,P9701
603633,徕木股份,11/17/16,上海徕木电子股份有限公司,1,P9701
603636,南威软件,12/30/14,南威软件股份有限公司,1,P9701
603637,镇海股份,2/8/17,镇海石化工程股份有限公司,1,P9701
603638,艾迪精密,1/20/17,烟台艾迪精密机械股份有限公司,1,P9701
603639,海利尔,1/12/17,海利尔药业集团股份有限公司,1,P9701
603648,畅联股份,9/13/17,上海畅联国际物流股份有限公司,1,P9701
603650,彤程新材,6/27/18,彤程新材料集团股份有限公司,1,P9701
603655,朗博科技,12/29/17,常州朗博密封科技股份有限公司,1,P9701
603656,泰禾智能,3/21/17,合肥泰禾智能科技集团股份有限公司,1,P9701
603657,春光科技,7/30/18,金华春光橡塑科技股份有限公司,1,P9701
603658,安图生物,9/1/16,郑州安图生物工程股份有限公司,1,P9701
603659,璞泰来,11/3/17,上海璞泰来新能源科技股份有限公司,1,P9701
603660,苏州科达,12/1/16,苏州科达科技股份有限公司,1,P9701
603661,恒林股份,11/21/17,恒林家居股份有限公司,1,P9701
603663,三祥新材,8/1/16,三祥新材股份有限公司,1,P9701
603665,康隆达,3/13/17,浙江康隆达特种防护科技股份有限公司,1,P9701
603666,亿嘉和,6/12/18,亿嘉和科技股份有限公司,1,P9701
603667,五洲新春,10/25/16,浙江五洲新春集团股份有限公司,1,P9701
603668,天马科技,1/17/17,福建天马科技集团股份有限公司,1,P9701
603669,灵康药业,5/28/15,灵康药业集团股份有限公司,1,P9701
603676,卫信康,7/21/17,西藏卫信康医药股份有限公司,1,P9701
603677,奇精机械,2/6/17,奇精机械股份有限公司,1,P9701
603678,火炬电子,1/26/15,福建火炬电子科技股份有限公司,1,P9701
603679,华体科技,6/21/17,四川华体照明科技股份有限公司,1,P9701
603680,今创集团,2/27/18,今创集团股份有限公司,1,P9701
603683,晶华新材,10/20/17,上海晶华胶粘新材料股份有限公司,1,P9701
603685,晨丰科技,11/27/17,浙江晨丰科技股份有限公司,1,P9701
603686,福龙马,1/26/15,福龙马集团股份有限公司,1,P9701
603688,石英股份,10/31/14,江苏太平洋石英股份有限公司,1,P9701
603689,皖天然气,1/10/17,安徽省天然气开发股份有限公司,1,P9701
603690,至纯科技,1/13/17,上海至纯洁净系统科技股份有限公司,1,P9701
603693,江苏新能,7/3/18,江苏省新能源开发股份有限公司,1,P9701
603696,安记食品,12/9/15,安记食品股份有限公司,1,P9701
603698,航天工程,1/28/15,航天长征化学工程股份有限公司,1,P9701
603699,纽威股份,1/17/14,苏州纽威阀门股份有限公司,1,P9701
603701,德宏股份,4/12/16,浙江德宏汽车电子电器股份有限公司,1,P9701
603703,盛洋科技,4/23/15,浙江盛洋科技股份有限公司,1,P9701
603706,东方环宇,7/9/18,新疆东方环宇燃气股份有限公司,1,P9701
603707,健友股份,7/19/17,南京健友生化制药股份有限公司,1,P9701
603708,家家悦,12/13/16,家家悦集团股份有限公司,1,P9701
603709,中源家居,2/8/18,中源家居股份有限公司,1,P9701
603711,香飘飘,11/30/17,香飘飘食品股份有限公司,1,P9701
603712,七一二,2/26/18,天津七一二通信广播股份有限公司,1,P9701
603713,密尔克卫,7/13/18,密尔克卫智能供应链服务集团股份有限公司,1,P9701
603716,塞力医疗,10/31/16,塞力斯医疗科技集团股份有限公司,1,P9701
603717,天域生态,3/27/17,天域生态环境股份有限公司,1,P9701
603718,海利生物,5/15/15,上海海利生物技术股份有限公司,1,P9701
603721,中广天择,8/11/17,中广天择传媒股份有限公司,1,P9701
603722,阿科力,10/25/17,无锡阿科力科技股份有限公司,1,P9701
603725,天安新材,9/6/17,广东天安新材料股份有限公司,1,P9701
603726,朗迪集团,4/21/16,浙江朗迪集团股份有限公司,1,P9701
603727,博迈科,11/22/16,博迈科海洋工程股份有限公司,1,P9701
603728,鸣志电器,5/9/17,上海鸣志电器股份有限公司,1,P9701
603729,龙韵股份,3/24/15,上海龙韵文创科技集团股份有限公司,1,P9701
603730,岱美股份,7/28/17,上海岱美汽车内饰件股份有限公司,1,P9701
603733,仙鹤股份,4/20/18,仙鹤股份有限公司,1,P9701
603737,三棵树,6/3/16,三棵树涂料股份有限公司,1,P9701
603738,泰晶科技,9/28/16,泰晶科技股份有限公司,1,P9701
603757,大元泵业,7/11/17,浙江大元泵业股份有限公司,1,P9701
603758,秦安股份,5/17/17,重庆秦安机电股份有限公司,1,P9701
603767,中马传动,6/13/17,浙江中马传动股份有限公司,1,P9701
603768,常青股份,3/24/17,合肥常青机械股份有限公司,1,P9701
603773,沃格光电,4/17/18,江西沃格光电股份有限公司,1,P9701
603776,永安行,8/17/17,永安行科技股份有限公司,1,P9701
603777,来伊份,10/12/16,上海来伊份股份有限公司,1,P9701
603778,国晟科技,12/31/15,国晟世安科技股份有限公司,1,P9701
603779,威龙股份,5/16/16,威龙葡萄酒股份有限公司,1,P9701
603787,新日股份,4/27/17,江苏新日电动车股份有限公司,1,P9701
603788,宁波高发,1/20/15,宁波高发汽车控制系统股份有限公司,1,P9701
603789,星光农机,4/27/15,星光农机股份有限公司,1,P9701
603790,雅运股份,9/12/18,上海雅运纺织化工股份有限公司,1,P9701
603797,联泰环保,4/13/17,广东联泰环保股份有限公司,1,P9701
603798,康普顿,4/6/16,青岛康普顿科技股份有限公司,1,P9701
603799,华友钴业,1/29/15,浙江华友钴业股份有限公司,1,P9701
603800,道森股份,12/10/15,苏州道森钻采设备股份有限公司,1,P9701
603801,志邦家居,6/30/17,志邦家居股份有限公司,1,P9701
603803,瑞斯康达,4/20/17,瑞斯康达科技发展股份有限公司,1,P9701
603806,福斯特,9/5/14,杭州福斯特应用材料股份有限公司,1,P9701
603808,歌力思,4/22/15,深圳歌力思服饰股份有限公司,1,P9701
603809,豪能股份,11/28/17,成都豪能科技股份有限公司,1,P9701
603810,丰山集团,9/17/18,江苏丰山集团股份有限公司,1,P9701
603811,诚意药业,3/15/17,浙江诚意药业股份有限公司,1,P9701
603813,原尚股份,9/18/17,广东原尚物流股份有限公司,1,P9701
603816,顾家家居,10/14/16,顾家家居股份有限公司,1,P9701
603817,海峡环保,2/20/17,福建海峡环保集团股份有限公司,1,P9701
603818,曲美家居,4/22/15,曲美家居集团股份有限公司,1,P9701
603819,神力股份,11/25/16,常州神力电机股份有限公司,1,P9701
603822,嘉澳环保,4/28/16,浙江嘉澳环保科技股份有限公司,1,P9701
603823,百合花,12/20/16,百合花集团股份有限公司,1,P9701
603825,华扬联众,8/2/17,华扬联众数字技术股份有限公司,1,P9701
603826,坤彩科技,4/14/17,福建坤彩材料科技股份有限公司,1,P9701
603828,ST 柯利达,2/26/15,苏州柯利达装饰股份有限公司,1,P9701
603829,洛凯股份,10/17/17,江苏洛凯机电股份有限公司,1,P9701
603833,欧派家居,3/28/17,欧派家居集团股份有限公司,1,P9701
603838,四通股份,7/1/15,广东四通集团股份有限公司,1,P9701
603839,安正时尚,2/14/17,安正时尚集团股份有限公司,1,P9701
603843,正平股份,9/5/16,正平路桥建设股份有限公司,1,P9701
603848,好太太,12/1/17,广东好太太科技集团股份有限公司,1,P9701
603855,华荣股份,5/24/17,华荣科技股份有限公司,1,P9701
603856,东宏股份,11/6/17,山东东宏管业股份有限公司,1,P9701
603858,步长制药,11/18/16,山东步长制药股份有限公司,1,P9701
603859,能科科技,10/21/16,能科科技股份有限公司,1,P9701
603860,中公高科,8/2/17,中公高科养护科技股份有限公司,1,P9701
603861,白云电器,3/22/16,广州白云电器设备股份有限公司,1,P9701
603866,桃李面包,12/22/15,桃李面包股份有限公司,1,P9701
603868,飞科电器,4/18/16,上海飞科电器股份有限公司,1,P9701
603869,ST 智知,3/26/15,新智认知数字科技股份有限公司,1,P9701
603871,嘉友国际,2/6/18,嘉友国际物流股份有限公司,1,P9701
603876,鼎胜新材,4/18/18,江苏鼎胜新能源材料股份有限公司,1,P9701
603877,太平鸟,1/9/17,宁波太平鸟时尚服饰股份有限公司,1,P9701
603878,武进不锈,12/19/16,江苏武进不锈股份有限公司,1,P9701
603879,ST 永悦,6/14/17,永悦科技股份有限公司,1,P9701
603880,ST 南卫,8/7/17,江苏南方卫材医药股份有限公司,1,P9701
603881,数据港,2/8/17,上海数据港股份有限公司,1,P9701
