Stkcd,Stknme,Listdt,Conme,Markettype,ID
603882,金域医学,9/8/17,广州金域医学检验集团股份有限公司,1,P9701
603883,老百姓,4/23/15,老百姓大药房连锁股份有限公司,1,P9701
603885,吉祥航空,5/27/15,上海吉祥航空股份有限公司,1,P9701
603886,元祖股份,12/28/16,上海元祖梦果子股份有限公司,1,P9701
603887,城地香江,10/10/16,上海城地香江数据科技股份有限公司,1,P9701
603888,新华网,10/28/16,新华网股份有限公司,1,P9701
603889,新澳股份,12/31/14,浙江新澳纺织股份有限公司,1,P9701
603890,春秋电子,12/12/17,苏州春秋电子科技股份有限公司,1,P9701
603895,天永智能,1/22/18,上海天永智能装备股份有限公司,1,P9701
603896,寿仙谷,5/10/17,浙江寿仙谷医药股份有限公司,1,P9701
603897,长城科技,4/10/18,浙江长城电工科技股份有限公司,1,P9701
603898,好莱客,2/17/15,广州好莱客创意家居股份有限公司,1,P9701
603899,晨光股份,1/27/15,上海晨光文具股份有限公司,1,P9701
603900,莱绅通灵,11/23/16,莱绅通灵珠宝股份有限公司,1,P9701
603901,永创智能,5/29/15,杭州永创智能设备股份有限公司,1,P9701
603903,中持股份,3/14/17,中持水务股份有限公司,1,P9701
603906,龙蟠科技,4/10/17,江苏龙蟠科技股份有限公司,1,P9701
603908,牧高笛,3/7/17,牧高笛户外用品股份有限公司,1,P9701
603909,建发合诚,6/28/16,建发合诚工程咨询股份有限公司,1,P9701
603912,佳力图,11/1/17,南京佳力图机房环境技术股份有限公司,1,P9701
603916,苏博特,11/10/17,江苏苏博特新材料股份有限公司,1,P9701
603917,合力科技,12/4/17,宁波合力科技股份有限公司,1,P9701
603918,金桥信息,5/28/15,上海金桥信息股份有限公司,1,P9701
603919,金徽酒,3/10/16,金徽酒股份有限公司,1,P9701
603920,世运电路,4/26/17,广东世运电路科技股份有限公司,1,P9701
603922,金鸿顺,10/23/17,苏州金鸿顺汽车部件股份有限公司,1,P9701
603926,铁流股份,5/10/17,铁流股份有限公司,1,P9701
603928,兴业股份,12/12/16,苏州兴业材料科技股份有限公司,1,P9701
603929,亚翔集成,12/30/16,亚翔系统集成科技(苏州)股份有限公司,1,P9701
603933,睿能科技,7/6/17,福建睿能科技股份有限公司,1,P9701
603936,博敏电子,12/9/15,博敏电子股份有限公司,1,P9701
603937,丽岛新材,11/2/17,江苏丽岛新材料股份有限公司,1,P9701
603938,三孚股份,6/28/17,唐山三孚硅业股份有限公司,1,P9701
603939,益丰药房,2/17/15,益丰大药房连锁股份有限公司,1,P9701
603955,大千生态,3/10/17,大千生态环境集团股份有限公司,1,P9701
603958,哈森股份,6/29/16,哈森商贸(中国)股份有限公司,1,P9701
603959,ST 百利,5/17/16,湖南百利工程科技股份有限公司,1,P9701
603960,克来机电,3/14/17,上海克来机电自动化工程股份有限公司,1,P9701
603963,*ST 大药,9/22/17,大理药业股份有限公司,1,P9701
603966,法兰泰克,1/25/17,法兰泰克重工股份有限公司,1,P9701
603968,醋化股份,5/18/15,南通醋酸化工股份有限公司,1,P9701
603969,银龙股份,2/27/15,天津银龙预应力材料股份有限公司,1,P9701
603970,中农立华,11/16/17,中农立华生物科技股份有限公司,1,P9701
603976,正川股份,8/22/17,重庆正川医药包装材料股份有限公司,1,P9701
603977,国泰集团,11/11/16,江西国泰集团股份有限公司,1,P9701
603978,深圳新星,8/7/17,深圳市新星轻合金材料股份有限公司,1,P9701
603979,金诚信,6/30/15,金诚信矿业管理股份有限公司,1,P9701
603980,吉华集团,6/15/17,浙江吉华集团股份有限公司,1,P9701
603985,恒润股份,5/5/17,江阴市恒润重工股份有限公司,1,P9701
603986,兆易创新,8/18/16,兆易创新科技集团股份有限公司,1,P9701
603987,康德莱,11/21/16,上海康德莱企业发展集团股份有限公司,1,P9701
603988,中电电机,11/4/14,中电电机股份有限公司,1,P9701
603989,艾华集团,5/15/15,湖南艾华集团股份有限公司,1,P9701
603990,麦迪科技,12/8/16,苏州麦迪斯顿医疗科技股份有限公司,1,P9701
603991,至正股份,3/8/17,深圳至正高分子材料股份有限公司,1,P9701
603996,退市中新,12/22/15,中新科技集团股份有限公司,1,P9701
603997,继峰股份,3/2/15,宁波继峰汽车零部件股份有限公司,1,P9701
603998,方盛制药,12/5/14,湖南方盛制药股份有限公司,1,P9701
603999,读者传媒,12/10/15,读者出版传媒股份有限公司,1,P9701
